Meal,Restaurant,Price,Rating,Latitude,Longitude,Full Address
Medium Fries,McDonald's,4.1,3,53.3432502,-6.2595913,"9-10, Grafton Street, Dublin, D02 RW35"
Medium Fries,McDonald's,4.1,3.7,53.348762,-6.2663029,"14/16 Mary St, North City, Dublin 1, D01 DH59"
Medium Fries,McDonald's,4.1,,53.3502541,-6.2609146,"62 O'Connell Street Upper, North City, Dublin 1, D01 TV20"
Medium Fries,McDonald's,4.1,,53.3499889,-6.2647379,"Unit 67, Ilac Shopping Center, Parnell St, North City, Dublin, D01 CD54"
Medium Fries,McDonald's,4.1,2.6,53.3481882,-6.266279,"23 Jervis St, North City, Dublin, D01 TH72"
Medium Fries,McDonald's,4.1,2.3,53.3551831,-6.229539,"E Wall Rd, East Wall, Dublin, D03 DK29"
Medium Fries,McDonald's,4.1,3,53.3235431,-6.265295,"Swan Shopping Centre, Rathmines Rd Lower, Rathmines, Dublin 6"
Medium Fries,McDonald's,4.1,,53.3620529,-6.2725462,"144/145 Phibsborough Rd, Cabra East, Dublin, D07 T660"
Medium Fries,McDonald's,4.1,,53.3924195,-6.2482747,"Omni Park Shopping Centre, Santry, Dublin, D09 HD60"
Medium Fries,McDonald's,4.1,,53.3836804,-6.2149494,"Artane Castle Shopping Centre, Kilmore Rd, Dublin"
Large Fries,McDonald's,4.5,2.6,53.3458886,-6.2634549,"Fownes St Lower, Temple Bar, Dublin"
Large Fries,McDonald's,4.5,3,53.3432502,-6.2595913,"9-10, Grafton Street, Dublin, D02 RW35"
Large Fries,McDonald's,4.5,3.7,53.348762,-6.2663029,"14/16 Mary St, North City, Dublin 1, D01 DH59"
Large Fries,McDonald's,4.5,,53.3502541,-6.2609146,"62 O'Connell Street Upper, North City, Dublin 1, D01 TV20"
Large Fries,McDonald's,4.5,,53.3499889,-6.2647379,"Unit 67, Ilac Shopping Center, Parnell St, North City, Dublin, D01 CD54"
Large Fries,McDonald's,4.5,2.6,53.3481882,-6.266279,"23 Jervis St, North City, Dublin, D01 TH72"
Large Fries,McDonald's,4.5,2.3,53.3551831,-6.229539,"E Wall Rd, East Wall, Dublin, D03 DK29"
Large Fries,McDonald's,4.5,3,53.3235431,-6.265295,"Swan Shopping Centre, Rathmines Rd Lower, Rathmines, Dublin 6"
Large Fries,McDonald's,4.5,,53.3620529,-6.2725462,"144/145 Phibsborough Rd, Cabra East, Dublin, D07 T660"
Large Fries,McDonald's,4.5,,53.3924195,-6.2482747,"Omni Park Shopping Centre, Santry, Dublin, D09 HD60"
Large Fries,McDonald's,4.5,,53.3836804,-6.2149494,"Artane Castle Shopping Centre, Kilmore Rd, Dublin"
Whopper Burger,Burger King,6.3,,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Whopper Burger,Burger King,6.3,3,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Whopper Burger,Burger King,6.3,2.4,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Whopper Burger,Burger King,6.3,2.8,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Whopper Burger,Burger King,6.3,,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Whopper Burger,Burger King,6.3,3,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Steakhouse Burger,Burger King,6.45,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Steakhouse Burger,Burger King,6.45,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Steakhouse Burger,Burger King,6.45,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Steakhouse Burger,Burger King,6.45,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Steakhouse Burger,Burger King,6.45,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Steakhouse Burger,Burger King,6.45,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
XL Big King Sandwich,Burger King,7.6,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
XL Big King Sandwich,Burger King,7.6,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
XL Big King Sandwich,Burger King,7.6,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
XL Big King Sandwich,Burger King,7.6,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
XL Big King Sandwich,Burger King,7.6,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
XL Big King Sandwich,Burger King,7.6,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
The Angus Smokey Steakhouse Burger,Burger King,12.4,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
The Angus Smokey Steakhouse Burger,Burger King,12.4,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
The Angus Smokey Steakhouse Burger,Burger King,12.4,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
The Angus Smokey Steakhouse Burger,Burger King,12.4,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
The Angus Smokey Steakhouse Burger,Burger King,12.4,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
The Angus Smokey Steakhouse Burger,Burger King,12.4,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
The Angus Rosti Burger,Burger King,10.4,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
The Angus Rosti Burger,Burger King,10.4,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
The Angus Rosti Burger,Burger King,10.4,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
The Angus Rosti Burger,Burger King,10.4,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
The Angus Rosti Burger,Burger King,10.4,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
The Angus Rosti Burger,Burger King,10.4,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Texas Bacon Lovers Double Beef Burger,Burger King,8.65,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Texas Bacon Lovers Double Beef Burger,Burger King,8.65,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Texas Bacon Lovers Double Beef Burger,Burger King,8.65,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Texas Bacon Lovers Double Beef Burger,Burger King,8.65,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Texas Bacon Lovers Double Beef Burger,Burger King,8.65,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Texas Bacon Lovers Double Beef Burger,Burger King,8.65,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Texas Bacon Lovers Chicken Burger,Burger King,7.05,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Texas Bacon Lovers Chicken Burger,Burger King,7.05,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Texas Bacon Lovers Chicken Burger,Burger King,7.05,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Texas Bacon Lovers Chicken Burger,Burger King,7.05,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Texas Bacon Lovers Chicken Burger,Burger King,7.05,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Texas Bacon Lovers Chicken Burger,Burger King,7.05,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Chicken Royale Burger,Burger King,6.3,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Chicken Royale Burger,Burger King,6.3,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Chicken Royale Burger,Burger King,6.3,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Chicken Royale Burger,Burger King,6.3,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Chicken Royale Burger,Burger King,6.3,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Chicken Royale Burger,Burger King,6.3,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Chicken Crispy Burger,Burger King,6.3,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Chicken Crispy Burger,Burger King,6.3,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Chicken Crispy Burger,Burger King,6.3,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Chicken Crispy Burger,Burger King,6.3,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Chicken Crispy Burger,Burger King,6.3,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Chicken Crispy Burger,Burger King,6.3,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Crispy Chicken Bacon King Burger,Burger King,6.8,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Crispy Chicken Bacon King Burger,Burger King,6.8,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Crispy Chicken Bacon King Burger,Burger King,6.8,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Crispy Chicken Bacon King Burger,Burger King,6.8,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Crispy Chicken Bacon King Burger,Burger King,6.8,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Crispy Chicken Bacon King Burger,Burger King,6.8,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Bacon Cheese Chicken Royale Burger,Burger King,7.05,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Bacon Cheese Chicken Royale Burger,Burger King,7.05,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Bacon Cheese Chicken Royale Burger,Burger King,7.05,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Bacon Cheese Chicken Royale Burger,Burger King,7.05,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Bacon Cheese Chicken Royale Burger,Burger King,7.05,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Bacon Cheese Chicken Royale Burger,Burger King,7.05,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Plant Based Whopper Burger,Burger King,6.3,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Plant Based Whopper Burger,Burger King,6.3,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Plant Based Whopper Burger,Burger King,6.3,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Plant Based Whopper Burger,Burger King,6.3,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Plant Based Whopper Burger,Burger King,6.3,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Plant Based Whopper Burger,Burger King,6.3,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Plant-Based Royale Burger,Burger King,6.3,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Plant-Based Royale Burger,Burger King,6.3,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Plant-Based Royale Burger,Burger King,6.3,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Plant-Based Royale Burger,Burger King,6.3,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Plant-Based Royale Burger,Burger King,6.3,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Plant-Based Royale Burger,Burger King,6.3,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Veggie Bakon King Burger,Burger King,7.6,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Veggie Bakon King Burger,Burger King,7.6,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Veggie Bakon King Burger,Burger King,7.6,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Veggie Bakon King Burger,Burger King,7.6,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Veggie Bakon King Burger,Burger King,7.6,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Veggie Bakon King Burger,Burger King,7.6,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Veggie Royale Bakon King Burger,Burger King,7.05,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Veggie Royale Bakon King Burger,Burger King,7.05,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Veggie Royale Bakon King Burger,Burger King,7.05,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Veggie Royale Bakon King Burger,Burger King,7.05,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Veggie Royale Bakon King Burger,Burger King,7.05,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Veggie Royale Bakon King Burger,Burger King,7.05,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Fries,Burger King,3.6,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Fries,Burger King,3.6,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Fries,Burger King,3.6,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Fries,Burger King,3.6,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Fries,Burger King,3.6,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Fries,Burger King,3.6,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Chilli Cheese Loaded Fries,Burger King,4.95,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Chilli Cheese Loaded Fries,Burger King,4.95,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Chilli Cheese Loaded Fries,Burger King,4.95,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Chilli Cheese Loaded Fries,Burger King,4.95,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Chilli Cheese Loaded Fries,Burger King,4.95,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Chilli Cheese Loaded Fries,Burger King,4.95,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Texas Bacon Loaded Fries,Burger King,4.95,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Texas Bacon Loaded Fries,Burger King,4.95,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Texas Bacon Loaded Fries,Burger King,4.95,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Texas Bacon Loaded Fries,Burger King,4.95,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Texas Bacon Loaded Fries,Burger King,4.95,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Texas Bacon Loaded Fries,Burger King,4.95,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Belgian Waffle,Burger King,3.9,3,53.3477343,-6.2598179,"53-54, 53-54 O'Connell Street Lower, North City, Dublin 1, D01 KX94"
Belgian Waffle,Burger King,3.9,2.4,53.3339812,-6.2447179,"6 Baggot Street Upper, Ballsbridge, Dublin 4, D04 VY05"
Belgian Waffle,Burger King,3.9,2.8,53.3408306,-6.260495,"39 Grafton Street, Dublin 2, D02 FY82"
Belgian Waffle,Burger King,3.9,,53.3505203,-6.2601337,"9-11 O'Connell Street Upper, North City, Dublin, 1"
Belgian Waffle,Burger King,3.9,3,53.3499889,-6.2647379,"Unit 65, Parnell Mall, Ilac Centre, Henry St, Dublin 1, D01 HP73"
Belgian Waffle,Burger King,3.9,,53.348783,-6.2666463,"Jervis St, North City, Dublin 1, D01 Y4X0"
Regular Burger,Supermacs,3.25,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Regular Burger,Supermacs,3.25,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Regular Burger,Supermacs,3.25,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Regular Burger,Supermacs,3.25,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Regular Burger,Supermacs,3.25,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Fresh Bacon and Chesse Burger,Supermacs,8.95,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Fresh Bacon and Chesse Burger,Supermacs,8.95,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Fresh Bacon and Chesse Burger,Supermacs,8.95,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Fresh Bacon and Chesse Burger,Supermacs,8.95,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Fresh Bacon and Chesse Burger,Supermacs,8.95,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Mighty Mac Burger,Supermacs,6.95,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Mighty Mac Burger,Supermacs,6.95,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Mighty Mac Burger,Supermacs,6.95,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Mighty Mac Burger,Supermacs,6.95,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Mighty Mac Burger,Supermacs,6.95,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Fresh 7 Half oz Beef Burger,Supermacs,10.5,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Fresh 7 Half oz Beef Burger,Supermacs,10.5,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Fresh 7 Half oz Beef Burger,Supermacs,10.5,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Fresh 7 Half oz Beef Burger,Supermacs,10.5,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Fresh 7 Half oz Beef Burger,Supermacs,10.5,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Cheeseburger,Supermacs,3.5,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Cheeseburger,Supermacs,3.5,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Cheeseburger,Supermacs,3.5,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Cheeseburger,Supermacs,3.5,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Cheeseburger,Supermacs,3.5,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Fresh Beef Burger,Supermacs,8.95,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Fresh Beef Burger,Supermacs,8.95,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Fresh Beef Burger,Supermacs,8.95,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Fresh Beef Burger,Supermacs,8.95,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Fresh Beef Burger,Supermacs,8.95,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Fresh Veggie Burger,Supermacs,7.75,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Fresh Veggie Burger,Supermacs,7.75,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Fresh Veggie Burger,Supermacs,7.75,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Fresh Veggie Burger,Supermacs,7.75,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Fresh Veggie Burger,Supermacs,7.75,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Garlic and Cheese Fries,Supermacs,7.25,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Garlic and Cheese Fries,Supermacs,7.25,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Garlic and Cheese Fries,Supermacs,7.25,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Garlic and Cheese Fries,Supermacs,7.25,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Garlic and Cheese Fries,Supermacs,7.25,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Taco Fries,Supermacs,7.5,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Taco Fries,Supermacs,7.5,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Taco Fries,Supermacs,7.5,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Taco Fries,Supermacs,7.5,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Taco Fries,Supermacs,7.5,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Cheese Fries,Supermacs,6.5,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Cheese Fries,Supermacs,6.5,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Cheese Fries,Supermacs,6.5,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Cheese Fries,Supermacs,6.5,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Cheese Fries,Supermacs,6.5,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Fries,Supermacs,4.5,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Fries,Supermacs,4.5,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Fries,Supermacs,4.5,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Fries,Supermacs,4.5,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Fries,Supermacs,4.5,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Curry Fries,Supermacs,6.5,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Curry Fries,Supermacs,6.5,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Curry Fries,Supermacs,6.5,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Curry Fries,Supermacs,6.5,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Curry Fries,Supermacs,6.5,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Garlic Fries,Supermacs,6.5,3.3,53.348171,-6.2600012,"45-46 O'Connell Street Lower, North City, Dublin, D01 KV21"
Garlic Fries,Supermacs,6.5,2.4,53.3462625,-6.2594396,"14, 2 Westmoreland St, Dublin Southside, Co. Dublin, D02 FA31"
Garlic Fries,Supermacs,6.5,3.3,53.3453349,-6.2646089,"26 Essex St E, Temple Bar, Dublin 2"
Garlic Fries,Supermacs,6.5,3.3,53.3515151,-6.2504118,"47-49 Talbot St, Mountjoy, Dublin 1, D01 H798"
Garlic Fries,Supermacs,6.5,3.3,53.3454323,-6.2993395,"St John's Rd W, Saint James, Dublin, D08 E2CV"
Cheeeze Pleeeze Hamburger,Eddie Rocket's,12.95,3.2,53.3412299,-6.2596596,"7 Anne St S, Centre, Dublin, D02 W020"
Cheeeze Pleeeze Hamburger,Eddie Rocket's,12.95,2.4,53.3443203,-6.2666005,"77 Dame St, Centre, Dublin, D02 RK60"
Cheeeze Pleeeze Hamburger,Eddie Rocket's,12.95,3.2,53.3478039,-6.2597912,"52 Lower O'Connell Street Lower, Upper, Dublin, D01 C2P1"
